ts,label,score
1777245035.4305677,1,2.2558539344662423
1777245036.4308252,1,2.2558539344662423
1777245037.4309392,1,2.2558539344662423
1777245038.431013,1,2.2558539344662423
1777245039.4309192,1,2.2558539344662423
1777245040.4305758,1,2.2558539344662423
1777245041.4310014,1,2.2558539344662423
1777245042.4307976,1,2.2558539344662423
1777245043.4308383,1,2.2558539344662423
1777245044.4307868,1,2.2558539344662423
1777245045.4305677,1,2.2558539344662423
1777245046.4306607,1,2.2558539344662423
1777245047.430639,1,2.2558539344662423
1777245048.4309125,1,2.2558539344662423
1777245049.4310586,1,2.2558539344662423
1777245050.4307761,1,2.2558539344662423
1777245051.4306552,1,2.2558539344662423
1777245052.4305637,1,2.2558539344662423
1777245053.4307818,1,2.2558539344662423
1777245054.4306135,1,8.178933408832437
1777245055.4305363,1,8.178933408832437
1777245056.4306498,1,8.178933408832437
1777245057.4305396,1,8.178933408832437
1777245058.4309494,1,8.178933408832437
1777245059.4309738,1,2.2558539344662423
1777245060.430921,1,2.2558539344662423
1777245061.430672,1,2.2558539344662423
1777245062.4308574,1,2.2558539344662423
1777245063.4305732,1,2.2558539344662423
1777245064.4309008,1,2.2558539344662423
1777245065.4306965,1,2.2558539344662423
1777245066.4307141,1,2.2558539344662423
1777245067.4309442,0,2.2558539344662423
1777245068.4307973,0,2.2558539344662423
1777245069.4308383,0,2.2558539344662423
1777245070.4306796,0,2.2558539344662423
1777245071.4310038,0,2.2558539344662423
1777245072.430943,0,2.2558539344662423
1777245073.4309688,0,2.2558539344662423
1777245074.4308214,0,2.2558539344662423
1777245075.4307692,0,2.2558539344662423
1777245076.430769,0,2.2558539344662423
1777245077.4306266,0,2.2558539344662423
1777245078.430971,0,2.2558539344662423
1777245079.4308472,0,2.2558539344662423
1777245080.4308558,0,2.2558539344662423
1777245081.4310093,0,2.2558539344662423
1777245082.430809,0,2.2558539344662423
1777245083.4307742,0,2.2558539344662423
1777245084.4307942,0,2.2558539344662423
1777245085.4310691,0,2.2558539344662423
1777245086.4308007,0,2.2558539344662423
1777245087.4309876,0,2.2558539344662423
1777245088.4309332,0,2.2558539344662423
1777245089.430803,0,2.2558539344662423
1777245090.4309168,0,2.2558539344662423
1777245091.4306672,0,2.2558539344662423
1777245092.4309335,0,2.2558539344662423
1777245093.4309044,0,2.2558539344662423
1777245094.4305763,0,2.2558539344662423
1777245095.430827,0,2.2558539344662423
1777245096.4306176,0,2.2558539344662423
1777245097.4306505,0,2.2558539344662423
1777245098.4309895,0,2.2558539344662423
1777245099.43052,0,2.2558539344662423
1777245100.4307742,0,2.2558539344662423
1777245101.4306161,0,2.2558539344662423
1777245102.4309006,0,2.2558539344662423
1777245103.4308407,0,2.2558539344662423
1777245104.4309523,0,2.2558539344662423
1777245105.430768,0,2.2558539344662423
1777245106.4306793,0,2.2558539344662423
1777245107.430687,0,2.2558539344662423
1777245108.4308052,0,2.2558539344662423
1777245109.4309275,0,2.2558539344662423
1777245110.4307628,0,2.2558539344662423
1777245111.4309218,0,2.2558539344662423
1777245112.4305916,0,2.2558539344662423
1777245113.4306507,0,2.2558539344662423
1777245114.430993,0,2.2558539344662423
1777245115.430623,0,2.2558539344662423
1777245116.4308894,0,2.2558539344662423
1777245117.431037,0,2.2558539344662423
1777245118.4307618,0,2.2558539344662423
1777245119.4310884,0,2.2558539344662423
1777245120.4307814,0,2.2558539344662423
1777245121.430851,0,2.2558539344662423
1777245122.430774,0,2.2558539344662423
1777245123.4307294,0,2.2558539344662423
1777245124.430548,0,2.2558539344662423
1777245125.4305396,0,2.2558539344662423
1777245126.4308298,0,2.2558539344662423
1777245127.43089,0,2.2558539344662423
1777245128.4307194,0,2.2558539344662423
1777245129.4308312,0,2.2558539344662423
1777245130.430622,0,2.2558539344662423
1777245131.4306026,0,2.2558539344662423
1777245132.4310062,0,2.2558539344662423
1777245133.4305916,0,2.2558539344662423
1777245134.430702,0,2.2558539344662423
1777245135.4306905,0,2.2558539344662423
1777245136.4308858,0,2.2558539344662423
1777245137.4307895,0,2.2558539344662423
1777245138.430773,0,2.2558539344662423
1777245139.4307911,0,2.2558539344662423
1777245140.4305437,0,2.2558539344662423
1777245141.430656,0,2.2558539344662423
1777245142.4307919,0,2.2558539344662423
1777245143.4306805,0,2.2558539344662423
1777245144.4309258,0,2.2558539344662423
1777245145.430979,0,2.2558539344662423
1777245146.4308982,0,2.2558539344662423
1777245147.4306486,0,2.2558539344662423
1777245148.4305832,0,2.2558539344662423
1777245149.4309618,0,2.2558539344662423
1777245150.4310532,0,2.2558539344662423
1777245151.4308715,0,2.2558539344662423
1777245152.4307156,0,2.2558539344662423
1777245153.4308274,0,2.2558539344662423
1777245154.4307513,0,2.2558539344662423
1777245155.430728,0,2.2558539344662423
1777245156.4307811,0,2.2558539344662423
1777245157.431014,0,2.2558539344662423
1777245158.430524,0,2.2558539344662423
1777245159.4308038,0,2.2558539344662423
